rewire_id,label_pred
sexism2022_english-14067,2. derogation
sexism2022_english-19888,2. derogation
sexism2022_english-19778,3. animosity
sexism2022_english-4608,3. animosity
sexism2022_english-15540,2. derogation
sexism2022_english-262,3. animosity
sexism2022_english-13255,3. animosity
sexism2022_english-3500,2. derogation
sexism2022_english-19056,3. animosity
sexism2022_english-4053,2. derogation
sexism2022_english-9291,2. derogation
sexism2022_english-1854,"1. threats, plans to harm and incitement"
sexism2022_english-19131,2. derogation
sexism2022_english-17108,2. derogation
sexism2022_english-90,2. derogation
sexism2022_english-19203,3. animosity
sexism2022_english-767,3. animosity
sexism2022_english-10112,2. derogation
sexism2022_english-10516,2. derogation
sexism2022_english-19018,2. derogation
sexism2022_english-3443,3. animosity
sexism2022_english-10026,3. animosity
sexism2022_english-10203,3. animosity
sexism2022_english-5676,2. derogation
sexism2022_english-1351,2. derogation
sexism2022_english-2317,4. prejudiced discussions
sexism2022_english-12700,4. prejudiced discussions
sexism2022_english-6874,2. derogation
sexism2022_english-18709,2. derogation
sexism2022_english-19890,2. derogation
sexism2022_english-18213,2. derogation
sexism2022_english-8384,2. derogation
sexism2022_english-2882,3. animosity
sexism2022_english-6980,2. derogation
sexism2022_english-9303,2. derogation
sexism2022_english-2413,4. prejudiced discussions
sexism2022_english-5214,2. derogation
sexism2022_english-4758,3. animosity
sexism2022_english-16174,2. derogation
sexism2022_english-1520,3. animosity
sexism2022_english-14758,"1. threats, plans to harm and incitement"
sexism2022_english-14232,3. animosity
sexism2022_english-2110,3. animosity
sexism2022_english-8091,3. animosity
sexism2022_english-13460,3. animosity
sexism2022_english-4921,"1. threats, plans to harm and incitement"
sexism2022_english-16217,3. animosity
sexism2022_english-2940,4. prejudiced discussions
sexism2022_english-9254,2. derogation
sexism2022_english-11529,3. animosity
sexism2022_english-8439,2. derogation
sexism2022_english-16292,2. derogation
sexism2022_english-6250,3. animosity
sexism2022_english-6804,2. derogation
sexism2022_english-1664,2. derogation
sexism2022_english-15286,2. derogation
sexism2022_english-13042,2. derogation
sexism2022_english-19911,"1. threats, plans to harm and incitement"
sexism2022_english-78,3. animosity
sexism2022_english-18247,3. animosity
sexism2022_english-16493,2. derogation
sexism2022_english-19211,3. animosity
sexism2022_english-8889,2. derogation
sexism2022_english-8034,2. derogation
sexism2022_english-8926,2. derogation
sexism2022_english-16414,3. animosity
sexism2022_english-12245,2. derogation
sexism2022_english-7490,"1. threats, plans to harm and incitement"
sexism2022_english-19308,3. animosity
sexism2022_english-18066,2. derogation
sexism2022_english-4656,2. derogation
sexism2022_english-1506,2. derogation
sexism2022_english-9087,2. derogation
sexism2022_english-13693,2. derogation
sexism2022_english-9513,2. derogation
sexism2022_english-11340,2. derogation
sexism2022_english-14211,2. derogation
sexism2022_english-19257,3. animosity
sexism2022_english-4204,2. derogation
sexism2022_english-17649,3. animosity
sexism2022_english-289,2. derogation
sexism2022_english-7682,3. animosity
sexism2022_english-3734,"1. threats, plans to harm and incitement"
sexism2022_english-9026,4. prejudiced discussions
sexism2022_english-8739,"1. threats, plans to harm and incitement"
sexism2022_english-12768,2. derogation
sexism2022_english-14372,2. derogation
sexism2022_english-1667,3. animosity
sexism2022_english-13368,2. derogation
sexism2022_english-19470,3. animosity
sexism2022_english-8398,"1. threats, plans to harm and incitement"
sexism2022_english-13099,2. derogation
sexism2022_english-14044,3. animosity
sexism2022_english-16079,3. animosity
sexism2022_english-7362,2. derogation
sexism2022_english-9692,2. derogation
sexism2022_english-7003,2. derogation
sexism2022_english-17647,2. derogation
sexism2022_english-19925,2. derogation
sexism2022_english-11619,3. animosity
sexism2022_english-6090,2. derogation
sexism2022_english-1835,4. prejudiced discussions
sexism2022_english-16603,"1. threats, plans to harm and incitement"
sexism2022_english-4184,2. derogation
sexism2022_english-17565,2. derogation
sexism2022_english-12799,3. animosity
sexism2022_english-5209,2. derogation
sexism2022_english-6057,3. animosity
sexism2022_english-12255,3. animosity
sexism2022_english-8150,3. animosity
sexism2022_english-7620,2. derogation
sexism2022_english-11609,3. animosity
sexism2022_english-8503,2. derogation
sexism2022_english-1869,3. animosity
sexism2022_english-17440,2. derogation
sexism2022_english-16803,3. animosity
sexism2022_english-7549,3. animosity
sexism2022_english-11071,2. derogation
sexism2022_english-10728,4. prejudiced discussions
sexism2022_english-16610,2. derogation
sexism2022_english-8491,2. derogation
sexism2022_english-16578,2. derogation
sexism2022_english-1482,2. derogation
sexism2022_english-8318,2. derogation
sexism2022_english-9615,2. derogation
sexism2022_english-2889,2. derogation
sexism2022_english-12163,3. animosity
sexism2022_english-7977,3. animosity
sexism2022_english-12170,3. animosity
sexism2022_english-11015,3. animosity
sexism2022_english-12093,3. animosity
sexism2022_english-7851,2. derogation
sexism2022_english-6361,3. animosity
sexism2022_english-6304,3. animosity
sexism2022_english-7820,2. derogation
sexism2022_english-17991,2. derogation
sexism2022_english-2818,3. animosity
sexism2022_english-17158,2. derogation
sexism2022_english-9684,2. derogation
sexism2022_english-9116,2. derogation
sexism2022_english-1069,3. animosity
sexism2022_english-13625,3. animosity
sexism2022_english-17469,2. derogation
sexism2022_english-5977,2. derogation
sexism2022_english-17780,2. derogation
sexism2022_english-647,3. animosity
sexism2022_english-9177,3. animosity
sexism2022_english-14094,3. animosity
sexism2022_english-11692,2. derogation
sexism2022_english-11496,"1. threats, plans to harm and incitement"
sexism2022_english-5886,"1. threats, plans to harm and incitement"
sexism2022_english-15108,2. derogation
sexism2022_english-9403,2. derogation
sexism2022_english-10456,2. derogation
sexism2022_english-368,3. animosity
sexism2022_english-8351,3. animosity
sexism2022_english-11231,3. animosity
sexism2022_english-18016,2. derogation
sexism2022_english-15918,3. animosity
sexism2022_english-15899,2. derogation
sexism2022_english-15081,"1. threats, plans to harm and incitement"
sexism2022_english-8979,2. derogation
sexism2022_english-6880,2. derogation
sexism2022_english-7036,4. prejudiced discussions
sexism2022_english-12075,2. derogation
sexism2022_english-1131,2. derogation
sexism2022_english-9258,2. derogation
sexism2022_english-17117,3. animosity
sexism2022_english-19601,2. derogation
sexism2022_english-919,3. animosity
sexism2022_english-8914,2. derogation
sexism2022_english-9599,3. animosity
sexism2022_english-18558,2. derogation
sexism2022_english-6974,3. animosity
sexism2022_english-460,2. derogation
sexism2022_english-11498,2. derogation
sexism2022_english-820,2. derogation
sexism2022_english-3646,2. derogation
sexism2022_english-14974,2. derogation
sexism2022_english-12295,"1. threats, plans to harm and incitement"
sexism2022_english-15150,2. derogation
sexism2022_english-14605,4. prejudiced discussions
sexism2022_english-7026,4. prejudiced discussions
sexism2022_english-18814,2. derogation
sexism2022_english-13241,3. animosity
sexism2022_english-740,3. animosity
sexism2022_english-12458,2. derogation
sexism2022_english-2550,2. derogation
sexism2022_english-9926,3. animosity
sexism2022_english-16056,2. derogation
sexism2022_english-19579,2. derogation
sexism2022_english-4250,2. derogation
sexism2022_english-18230,3. animosity
sexism2022_english-17935,"1. threats, plans to harm and incitement"
sexism2022_english-19272,2. derogation
sexism2022_english-4416,3. animosity
sexism2022_english-18444,"1. threats, plans to harm and incitement"
sexism2022_english-2617,2. derogation
sexism2022_english-18744,2. derogation
sexism2022_english-15798,2. derogation
sexism2022_english-2318,2. derogation
